ObjDokNr;Ortsteil;Bezirk;Denkmalart;EnsembleStatus;Adresse;Zugehˆrigkeit;Architekt/K¸nstler;WeitereInformationen;Beschreibung;Datierung;Eintragung
9046462;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Griegstraﬂe 37;;Otto Rudolf Salvisberg ;NA;Haus T‰nzer;1927-28;Nach 1995
9046463;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Griegstraﬂe 41;;Mebes & Emmerich ;NA;Landhaus;1923-24;Nach 1995
9096179;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Grolmanstraﬂe 36;;Wilhelm L¸bke und Engelbert Seibertz ;NA;Mietshaus (Hofgeb‰ude);1897-98;Nach 1995
9096180;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Grolmanstraﬂe 47;;A. Ziechmann und Heinrich Mittag  ;NA;ehem. Tattersall des Westens;1900;Vor 1995
9096181;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Grolmanstraﬂe 56;;W. Brinkmann ;NA;Mietshaus (Vestib¸l), L‰den;1895-96;Nach 1995
9011446;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;G¸ntzelstraﬂe 54;;Ludwig Rosin und Hanns Sternberg ;NA;Mietshaus;1910-11;Nach 1995
9046464;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Gustav-Freytag-Straﬂe 9;;Berthold Bleier  ;NA;Wohnhaus;1923-24;Vor 1995
9046465;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Gustav-Freytag-Straﬂe 13;;Otto Rudolf Salvisberg ;NA;Einfamilienhaus;1926-27;Nach 1995
9046466;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Gustav-Freytag-Straﬂe 15;;Michael Rachlis ;NA;Einfamilienhaus;1928-29;Nach 1995
9046467;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenplatz 2;;Zaar & Vahl ;NA;Kiosk/Wartehalle;1913-14;Nach 1995
9046468;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenplatz 5;;Otto Stahn  ;NA;Villa M¸ller-Breslau;1893-94;Vor 1995
9046469;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenplatz 7;;Fritz Goltsch  ;NA;Villa Holmgren;1897;Vor 1995
9046470;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 1, Koenigsallee 52;Siehe Ensemble Koenigsallee 52/56;Wilhelm Kˆrner ;NA;Mietvilla;1898;Nach 1995
9046473;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 3;;Confeld von Felbert ;NA;Landhaus Woringer;1894-95;Nach 1995
9046472;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 8, Klindworthsteig 3;;Max Landsberg ;NA;Villa Oppler;1910;Nach 1995
9046474;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 9;;Karl Eduard Bangert ;NA;Landhaus;1903-04;Nach 1995
9046475;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 16;;Fritz Possin ;NA;Mietvilla;1893-94;Nach 1995
9046476;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 23;;C. Sch¸tze ;NA;Villa;1901-02;Nach 1995
9046477;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 28;;Rosenwald & Riesenfeld ;NA;Landhaus;1910-11;Nach 1995
9046478;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 30;;Paul Zucker ;NA;Landhaus;1923-24;Nach 1995
9046479;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hagenstraﬂe 36;;Hans Jessen ;NA;Einfamilienhaus;1925-26;Nach 1995
9046480;CHA-WIL/HALEN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Halenseestraﬂe 26/30;;Richard Brademann ;NA;Schaltwerk;1927-28;Nach 1995
9096182;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hallerstraﬂe 1, Pascalstraﬂe 15;;Ernst Selge ;NA;ehem. Curt Hamelsche Druckerei;1925-26;Nach 1995
9096183;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Halmstraﬂe 9-10, Kastanienallee 29;;K¸bler & Kretschmann ;NA;Mietshaus;1929;Nach 1995
9011447;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hanauer Straﬂe 63;;K. A. Herrmann ;NA;M‰nnerheim der Heilsarmee;1926-28;Nach 1995
9096185;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 4-5, Knesebeckstraﬂe 1-2, Schillerstraﬂe 128;;Paul Schwebes  ;NA;Kiepert-Buchhandlung, B¸ro- und Gesch‰ftshaus;1955-56;Vor 1995
9096187;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe (vor Nr. 6);;August Gaul ;NA;Entenbrunnen;1911;Nach 1995
9096186;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 6, Knesebeckstraﬂe 100;;Reimer & Kˆrte;" 1919 Teilumbau zum Kino von Otto Berlich; 1926-27 Teilumbau zum Theater von Oskar Kaufmann; 1936-38 Teilumbau zum Verwaltungsgeb‰ude (Reichsschrifttumskammer) von Ernst Bechler  ";"ehem. Motivhaus (Vereinshaus); heute Renaissance-Theater";1901-02 und 1919 und 1926-27 und 1936-38;Vor 1995
9020580;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 9A;Siehe Ensemble Hardenbergstraﬂe 9-10;Kristeller und Sonnenthal; 1955-57 Ladenausbau (Wasmuth) von Werner D¸ttmann ;Mietshaus;1903-04 und 1955-57;Nach 1995
9020581;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 10;Siehe Ensemble Hardenbergstraﬂe 9-10;Kristeller und Sonnenthal ;NA;Mietshaus (Fassade, Treppenhaus);1902-03;Nach 1995
9096188;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe (vor Nr. 12);;Alfred Grenander ;NA;Kiosk;1905;Nach 1995
9096189;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 16-18;;Sobotka & M¸ller  ;NA;Industrie- und Handelskammer (IHK);1954-55;Vor 1995
9096190;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 20;;Schwebes & Schoszberger ;NA;B¸ro- und Gesch‰ftshaus;1958-60;Nach 1995
9096191;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 21, Kantstraﬂe 8-11A;;Georg Forstmann und Bruno Grimmek  ;NA;Gerichtsgeb‰ude;1957-58;Vor 1995
9096192;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 22-24;;Bruno Grimmek und Entwurfsabteilung SenBauWohn ;NA;Amerika-Haus, Bibliothek, Veranstaltungsr‰ume;1956-57;Nach 1995
9020677;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 31, Jebensstraﬂe 4;Siehe Ensemble Jebensstraﬂe 1-4;Paul Kieschke und Eduard F¸rstenau ;NA;ehem. Kgl. Preuﬂisches Oberverwaltungsgericht (heute Bundesverwaltungsgericht);1905-07;Nach 1995
9096193;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 33;;Kayser & v. Groﬂheim ;NA;Kˆniglich akademische Hochschule f¸r die bildenden K¸nste;1898-1902;Nach 1995
9096194;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hardenbergstraﬂe 41;;Anton Adams und Paul Mebes ;NA;Kˆnigliches akademisches Institut f¸r Kirchenmusik;1902-03;Nach 1995
9046481;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hasensprung;;NA;NA;Br¸cke;1920;Nach 1995
9020651;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 4;Siehe Ensemble Haubachstraﬂe 1-31;Gustav Weyhe ;NA;Mietshaus, L‰den;1888-89;Nach 1995
9020652;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 6;Siehe Ensemble Haubachstraﬂe 1-31;F. Hamann und C. Bauer ;NA;Mietshaus, L‰den;1873-74;Nach 1995
9020653;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 8;Siehe Ensemble Haubachstraﬂe 1-31;Engel (?);" Anbau linker Seitenfl¸gel, 1871 von C. Michaelis; Werkstatt, 1905-06 von Gustav Weyhe  ";Wohnhaus;1826 und 1871 und 1905-06;Vor 1995
9020654;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 9;Siehe Ensemble Haubachstraﬂe 1-31;H. Heydrich ;NA;Mietshaus;1867-68;Nach 1995
9020655;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 16;Siehe Ensemble Haubachstraﬂe 1-31;Robert Schneckenberg ;NA;Mietshaus, L‰den;1883-84;Nach 1995
9020656;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Haubachstraﬂe 17/19;Siehe Ensemble Haubachstraﬂe 1-31;Wilhelm Schˆltz (Nr.17); Anbau 1888-89 von Ernst George (Nr. 19) ;Doppelmietshaus;1883-84 und 1888-89;Nach 1995
9046482;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Havelchaussee;;Franz Schwechten ;NA;Kˆnig-Wilhelm-Turm;1897-98;Nach 1995
9020004;CHA-WIL/CHARN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heckerdamm 226;;Gerd Neumann; Dietmar Grˆtzebach und G¸nter Plessow ;Ev. Gemeindezentrum Plˆtzensee;1968-1970;Nach 1995
9020673;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 18/20, W¸rttembergallee 32;Siehe Ensemble Heerstraﬂe 12/20;Werner Lattermann ;NA;B¸rogeb‰ude (Schultheiss);1938-39;Nach 1995
9096197;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 28;;Curt Leschnitzer ;NA;Wohnhaus, heute Logenhaus;1923-24;Nach 1995
9096198;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 61;;Felix Halbach ;NA;Wohnhaus;1936-37;Nach 1995
9096199;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 82;Siehe Gartendenkmal Heerstraﬂe 82;Johann Greifenhagen ;NA;Wohnhaus;1922-23;Nach 1995
9096200;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 86, Flatowallee 1/3;;Stephan von Zamojski und Heinrich Iwan; Umbauten 1927, 1930  ;Einfamilienhaus;1922-23 und 1927 und 1930;Vor 1995
9096201;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 90;Siehe Gartendenkmal Heerstraﬂe 90;Adolf Wollenberg und Karl Piepenburg ;NA;Einfamilienhaus;1923-24;Nach 1995
9096202;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 107, Ragniter Allee;Siehe Gartendenkmal Heerstraﬂe 107;Erich Mendelsohn; Umbau 1932  ;Haus Dr. Sternefeld;1923 und 1932;Vor 1995
9096196;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heerstraﬂe 141;;Hermann Guttmann; sowie Gedenkplatz f¸r die j¸dischen Opfer des Nationalsozialismus, mit Gedenkstein 1960 von J. M. Lellek ;J¸discher Friedhof, Friedhofsgeb‰ude;1955-56 und 1960;Nach 1995
9011448;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heidelberger Platz 3, Aﬂmannshauser Straﬂe 1, Johannisberger Straﬂe;;Emil R¸ster ;NA;Springer Verlag;1936;Nach 1995
9096203;CHA-WIL/CHARN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heinickeweg 1, 9/15, Heckerdamm 269, Schweiggerweg 2, 8, 12, 16, 18, 24, Toeplerstraﬂe 12;;Wolfgang Binder; Fertigstellung 1951-52 ;Altenwohnheim;1939-42 und 1951-52;Nach 1995
9096204;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Helmholtzstraﬂe 13-14;;Johannes Hildisch und Gerd Brand ;NA;Gesch‰ftshaus;1960-62;Nach 1995
9096205;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Helmholtzstraﬂe 41, Morsestraﬂe;;Franz Ahrens ;NA;ABOAG-Omnibus-Betriebshof;1925-26;Nach 1995
9096206;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Helmholtzstraﬂe 42;;Paul G. R. Baumgarten  ;NA;ehem. M¸llverladestation;1936;Vor 1995
9096207;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herbartstraﬂe 23;;Wilhelm Keller ;NA;Einfamilienhaus;1922-23;Nach 1995
9046483;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herbertstraﬂe 5, Schleinitzstraﬂe 2;;Hugo Maass ;NA;Villa;1897-98;Nach 1995
9046484;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herbertstraﬂe 10;;Carl K¸hn ;NA;Villa;1908;Nach 1995
9046485;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herbertstraﬂe 15;;Max Ravoth ;NA;Villa;1901;Nach 1995
9046487;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herbertstraﬂe 20;;Hermann Solf  ;NA;Villa Kalisch-Lehmann;1890;Vor 1995
9046488;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herthastraﬂe 1;;Ernst von Ihne (?) ;NA;Parkportal der ehem. Villa Koenigs;1896;Nach 1995
9046489;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herthastraﬂe 4;;Heinrich Seeling (ƒuﬂeres) und Bernhard Wieck (Grundrisse) ;NA;Villa Wieck;1890-91;Nach 1995
9046490;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Herthastraﬂe 5;Siehe Ensemble Bismarckallee 19A...;Ernst von Ihne ;NA;Pfˆrtnerhaus des Palais Mendelssohn;1896-98;Nach 1995
9070281;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heydenstraﬂe 30;;Ernst Petersen und Hanns Ostler ;NA;Landhaus;1935-36;Nach 1995
9011449;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hildegardstraﬂe 3-3A;;Max Hasak ;NA;Hl. Kreuz-Kirche;1910-12;Nach 1995
9096208;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohensteinallee 4;;Fritz August Breuhaus de Groot; Umbau 1949-51 von Herbert Noth ;Wohnhaus mit einem Teil der Einfriedung;1935-36 und 1949-51;Nach 1995
9011514;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 29, S‰chsische Straﬂe 30;;Philipp Schaefer; Erweiterung 1938 von Hugo Constantin Bartels ;Wiemer & Trachte, Verwaltungsgeb‰ude;1936-37 und 1938;Nach 1995
9011450;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 35-36, Mansfelder Straﬂe 24;;Hans Scharoun und Georg Jacobowitz  ;NA;Ledigenwohnheim;1929;Vor 1995
9011451;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 44;;Charles du Vinage und Erich Karweik ;NA;BV-Aral, Verwaltungsgeb‰ude;1939;Nach 1995
9011452;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 45, Eisenzahnstraﬂe;;Carl Theodor Brodf¸hrer; Erweiterungsbau in der Eisenzahnstraﬂe, 1953 von der Abteilung Hoch- und Tiefbau der Berliner Wasserwerke ;Verwaltungsgeb‰ude;1938-39 und 1953;Nach 1995
9011453;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 46-47, Cicerostraﬂe, Seesener Straﬂe;;Carl Theodor Brodf¸hrer (ausgenommen Neubauteil Hohenzollerndamm 47) ;NA;Verwaltungsgeb‰ude;1938-39;Nach 1995
9011454;CHA-WIL/HALEN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 47A;;Max Welsch ;NA;Mietshaus;1911-14;Nach 1995
9070282;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 67-76, Flinsberger Platz 6;Siehe Ensemble Hohenzollerndamm 67-76...;Paul G. R. Baumgarten  ;NA;Wohnanlage;1935-37;Vor 1995
9070283;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 78-80, Ilmenauer Straﬂe 1-1A;;Otto Firle ;NA;Wohnanlage;1938-39;Nach 1995
9070284;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 87, Egerstraﬂe 12;;Otto Rudolf Salvisberg; im B¸ro Paul Zimmerreimer ;Mietshaus;1912;Nach 1995
9070287;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 88-88A;;Siegfried Kaprowski ;NA;Wohn- Gesch‰ftshaus;1929;Nach 1995
9070285;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 90-91, Karlsbader Straﬂe 1;;Heinrich Theising ;NA;Mietshaus;1904-05;Nach 1995
9070290;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 130-130A, Forckenbeckstraﬂe;Siehe Ensemble Hohenzollerndamm 67-76...;Paulus & Paulus  ;NA;Kreuzkirche mit Pfarrhaus;1928-29;Vor 1995
9011556;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 181-182, S‰chsische Straﬂe 32-33;;Mebes & Emmerich ;NA;Mietshaus;1935-36;Nach 1995
9011455;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 202-203, Nassauische Straﬂe 66-67, Nikolsburger Straﬂe 1;;Fritz Hˆger  ;NA;Kirche am Hohenzollernplatz, Wohnhaus, Pfarrhaus;1930-33;Vor 1995
9011456;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hohenzollerndamm 208;;Hermann M¸ller ;NA;Abwasserpumpwerk Hohenzollerndamm;1906;Nach 1995
9046492;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe, Koenigsallee, Regerstraﬂe;;NA;NA;Hˆhmannstraﬂe, Treppenanlage;1910;Nach 1995
9046493;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe 1, Oberhaardter Weg 15;;Paul Nathansohn ;NA;Landhaus;1915-16;Nach 1995
9046494;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe 2, Oberhaardter Weg 9/11;;Paul O. A. Baumgarten; Erweiterung, 1914 durch Bielenberg & Moser ;Landhaus;1911-12 und 1914;Nach 1995
9046495;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe 9;;Albert Geﬂner ;NA;Landhaus;1911-12;Nach 1995
9046496;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe 10, Regerstraﬂe 17;;Breslauer & Salinger ;NA;Landhaus Ullstein mit Chauffeurshaus;1930-31;Nach 1995
9046497;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hˆhmannstraﬂe 13, Koenigsallee 72;;Fritzsche & Lˆhbach ;NA;Landhaus;1912-13;Nach 1995
9011457;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Holsteinische Straﬂe 41;;R. Gocht ;NA;Mietshaus;1903-04;Nach 1995
9090086;CHA-WIL/HALEN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Heilbronner Straﬂe 12-13;;Walter und Johannes Kr¸ger ;NA;Tankstelle und Werkstatt der Holtzendorff-Garage;1928-29;Nach 1995
9011626;CHA-WIL/WILMD-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Homburger Straﬂe 40-48, Binger Straﬂe 73, Johannisberger Straﬂe 15A;;Carl Theodor Brodf¸hrer ;NA;Lindenkirche;1934-36;Nach 1995
9096209;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Horstweg 25;;Mohr & Weidner ;NA;Mietshaus, Laden;1907-08;Nach 1995
9046498;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 10-10A;;Heinrich Franﬂen ;NA;Miets- und Gesch‰ftshaus;1892-93;Nach 1995
9046499;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 25;;Hans Faﬂbender und Gerhard Mohs ;NA;Bungalow;1960-61;Nach 1995
9046500;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 28;;Heinrich Klinke ;NA;Villa;1890-91;Nach 1995
9046501;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 34;;Carl B‰sell ;NA;Mietvilla;1904-05;Nach 1995
9046502;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 41;;Hugo Tietz  ;NA;Villa;1906-07;Vor 1995
9046503;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 43;;Adolf Langhammer ;NA;Villa;1909-10;Nach 1995
9046491;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 49, Herthastraﬂe 21, 23, 25;;NA;NA;Bootshaus;1920;Nach 1995
9070292;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 74;;Mathaeus & Mˆller ;NA;Landhaus;1900 und 1920;Nach 1995
9070293;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusallee 76, Berkaer Straﬂe 23;;Oskar Kaufmann ;NA;Villa Hollaender;1909-10;Nach 1995
9046504;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusbader Straﬂe 22/24, Kronberger Straﬂe 1/3, Taunusstraﬂe 2/4;;Otto Firle ;NA;Haus Cohn;1925;Nach 1995
9046505;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hubertusbader Straﬂe 35, Knausstraﬂe 18;;Otto Ortel ;NA;Landhaus;1929-30;Nach 1995
9046506;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Humboldtstraﬂe 13;;Robert Borchert ;NA;Mietshaus;1896;Nach 1995
9046507;CHA-WIL/GRUNE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Humboldtstraﬂe 34, Lynarstraﬂe;;Otto Hausherr ;NA;Mietshaus;1908-09;Nach 1995
9070294;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Hundekehlestraﬂe 31;;Hugo und Otto Schellenberg ;NA;Landhaus;1925;Nach 1995
9070295;CHA-WIL/SCHMA-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Ilmenauer Straﬂe 2-2A;;Alfred Wiener und Hans Jaretzki ;NA;Mietshaus;1925-27;Nach 1995
9020759;CHA-WIL/WESTE-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Jasminweg 6;Siehe Ensemble Machandelweg 2-4...;Paul Schulz ;NA;Einfamilienhaus;1922-23;Nach 1995
9096210;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Jebensstraﬂe;;Hans Dammann und Heinrich Rochlitz ;NA;Denkmal f¸r die Gefallenen des Reserve- und Landwehr-Offizierkorps;1927;Nach 1995
9020678;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Jebensstraﬂe 2;Siehe Ensemble Jebensstraﬂe 1-4;Heino Schmieden und Julius Boethke ;NA;ehem. Landwehr-Kasino;1908-09;Nach 1995
9020679;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Jebensstraﬂe 3;Siehe Ensemble Jebensstraﬂe 1-4;(Adolf) B¸rckner und Fritz Herrmann ;NA;Evangelischer Oberkirchenrat, Verwaltungsgeb‰ude;1910-11;Nach 1995
9011458;CHA-WIL/HALEN-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Joachim-Friedrich-Straﬂe 35-36, 2. Gemeindeschule Wilmersdorf (heute Halensee-Grundschule), 1899-1900;;Otto Herrnring ;NA;2. Gemeindeschule Wilmersdorf (heute Halensee-Grundschule);1899-1900 und 1908;Nach 1995
9096211;CHA-WIL/CHARL-D;Charlottenburg-Wilmersdorf;Baudenkmal;NA;Joachimsthaler Platz;;Werner Klenke und Werner D¸ttmann  ;NA;Verkehrskanzel, Pavillon mit Kiosk, Toilettenanlage;1955-56;Vor 1995
